"","id","trial","round","arm","out"
"129",1,9,13,2,43.5382204859
"130",1,10,13,2,43.4560151147
"131",1,1,14,2,4.1225727141
"132",1,2,14,6,9.811995232
"133",1,3,14,7,25.1405990735
"134",1,4,14,3,14.8216916377
"135",1,5,14,8,20.2868449615
"136",1,6,14,4,35.439030922
"137",1,7,14,5,40.3396623888
"138",1,8,14,5,40.5208232999
"139",1,9,14,5,40.448527666
"140",1,10,14,5,40.6786812954
"141",1,1,15,8,46.410536273
"142",1,2,15,8,46.5773437494
"143",1,3,15,8,46.0891206027
"144",1,4,15,8,46.5847610351
"145",1,5,15,8,46.165394402
"146",1,6,15,8,46.5369421722
"147",1,7,15,8,46.8326485801
"148",1,8,15,8,46.7238688902
"149",1,9,15,8,45.5115996583
"150",1,10,15,8,45.9318839399
"151",1,1,16,2,20.15672176
"152",1,2,16,1,32.3629780189
"153",1,3,16,3,44.0764539078
"154",1,4,16,3,44.4702036058
"155",1,5,16,3,43.3817066389
"156",1,6,16,3,43.6538424046
"157",1,7,16,3,44.3060497339
"158",1,8,16,3,44.5206166665
"159",1,9,16,3,44.1496827835
"160",1,10,16,3,43.8236369365
"161",1,1,17,8,10.1267280117
"162",1,2,17,4,28.3138470256
"163",1,3,17,5,34.4052646624
"164",1,4,17,7,19.597411207
"165",1,5,17,1,43.6213764793
"166",1,6,17,1,42.8702137676
"167",1,7,17,1,42.9342248472
"168",1,8,17,1,43.2143870925
"169",1,9,17,1,42.8135731671
"170",1,10,17,1,43.1981137317
"171",1,1,18,1,7.4568505244
"172",1,2,18,8,44.2892765831
"173",1,3,18,8,44.3496342933
"174",1,4,18,8,44.0969612358
"175",1,5,18,8,43.599859609
"176",1,6,18,8,43.7034415878
"177",1,7,18,8,43.8986217403
"178",1,8,18,8,43.7070144415
"179",1,9,18,8,44.2057029063
"180",1,10,18,8,43.8768753282
"181",1,1,19,1,9.4491674146
"182",1,2,19,8,42.73645281
"183",1,3,19,8,43.1151760205
"184",1,4,19,8,42.5472880615
"185",1,5,19,8,42.7665709494
"186",1,6,19,8,43.0524315302
"187",1,7,19,8,43.1966138305
"188",1,8,19,8,42.6617039476
"189",1,9,19,8,43.1131882174
"190",1,10,19,8,42.7837324816
"191",1,1,20,8,43.1004604049
"192",1,2,20,8,42.4206249663
"193",1,3,20,8,42.4795432103
"194",1,4,20,8,42.6841657575
"195",1,5,20,8,42.7073222012
"196",1,6,20,8,42.3286166962
"197",1,7,20,8,42.7380852179
"198",1,8,20,8,42.4113718651
"199",1,9,20,8,42.4918486061
"200",1,10,20,8,42.8038327775
"201",1,1,21,8,9.9975249305
"202",1,2,21,7,19.8208267415
"203",1,3,21,6,24.7849290644
"204",1,4,21,5,15.1961595693
"205",1,5,21,2,40.3690928711
"206",1,6,21,2,41.2174283747
"207",1,7,21,2,40.5130739922
"208",1,8,21,2,39.8084579381
"209",1,9,21,2,40.2965048794
"210",1,10,21,2,41.0970662944
"211",1,1,22,8,42.9833198762
"212",1,2,22,8,43.5231706324
"213",1,3,22,8,44.1643264973
"214",1,4,22,8,43.1047364533
"215",1,5,22,8,43.9999185522
"216",1,6,22,8,43.6742856766
"217",1,7,22,8,43.6663235639
"218",1,8,22,8,43.5670263771
"219",1,9,22,8,43.5951842641
"220",1,10,22,8,43.6674049283
"221",1,1,23,1,2.7287049147
"222",1,2,23,8,47.6321300287
"223",1,3,23,8,47.2643720201
"224",1,4,23,8,47.0316859417
"225",1,5,23,8,47.2953384333
"226",1,6,23,8,47.4674119027
"227",1,7,23,8,47.0800715932
"228",1,8,23,8,47.1034565293
"229",1,9,23,8,47.5382945085
"230",1,10,23,8,47.3470617485
"231",1,1,24,8,8.5111314534
"232",1,2,24,1,47.542925034
"233",1,3,24,1,48.0723107667
"234",1,4,24,1,47.3217898012
"235",1,5,24,1,47.639147678
"236",1,6,24,1,47.9724318106
"237",1,7,24,1,48.1716923479
"238",1,8,24,1,47.887039515
"239",1,9,24,1,48.0487489859
"240",1,10,24,1,47.9076113387
"241",1,1,25,1,2.2184786267
"242",1,2,25,8,45.9926185646
"243",1,3,25,8,45.1171571814
"244",1,4,25,8,45.6699052699
"245",1,5,25,8,45.4702831977
"246",1,6,25,8,46.2281269151
"247",1,7,25,8,45.937331876
"248",1,8,25,8,45.6098693245
"249",1,9,25,8,45.4740676043
"250",1,10,25,8,45.6118443053
"251",1,1,26,8,31.9467245588
"252",1,2,26,7,8.6170861112
"253",1,3,26,6,14.2071986418
"254",1,4,26,5,43.6934519153
"255",1,5,26,5,43.5682893198
"256",1,6,26,5,44.1371615867
"257",1,7,26,5,43.5781130815
"258",1,8,26,5,43.8345553642
"259",1,9,26,5,43.7311369702
"260",1,10,26,5,42.8344088837
"261",1,1,27,5,20.4390459319
"262",1,2,27,4,31.3442850747
"263",1,3,27,3,37.8222898115
"264",1,4,27,2,14.8794197603
"265",1,5,27,1,2.7113507631
"266",1,6,27,8,43.3108243816
"267",1,7,27,8,44.0800484744
"268",1,8,27,8,43.6678014404
"269",1,9,27,8,43.7129206025
"270",1,10,27,8,43.4489266879
"271",1,1,28,8,9.8713742504
"272",1,2,28,1,30.4052864052
"273",1,3,28,2,24.9797274911
"274",1,4,28,5,19.8589387209
"275",1,5,28,3,15.3285706861
"276",1,6,28,2,25.5890454012
"277",1,7,28,7,45.8172900811
"278",1,8,28,7,46.8889929445
"279",1,9,28,7,45.6062895139
"280",1,10,28,7,45.894749923
"281",1,1,29,7,14.5694469466
"282",1,2,29,2,2.5053302236
"283",1,3,29,3,20.7370417304
"284",1,4,29,4,26.9377111355
"285",1,5,29,5,39.7493190445
"286",1,6,29,5,39.4273934311
"287",1,7,29,5,39.3052976534
"288",1,8,29,5,39.197734246
"289",1,9,29,5,39.7191288726
"290",1,10,29,5,39.7909560282
"291",1,1,30,5,35.107041091
"292",1,2,30,8,8.9796392936
"293",1,3,30,1,46.3632378612
"294",1,4,30,1,46.66609291
"295",1,5,30,1,46.3826035692
"296",1,6,30,1,46.6368063079
"297",1,7,30,1,46.0677999702
"298",1,8,30,1,45.677962899
"299",1,9,30,1,46.4108701443
"300",1,10,30,1,46.5655605641
"301",2,1,1,8,7.939361275
"302",2,2,1,2,21.5280928769
"303",2,3,1,6,12.4687101459
"304",2,4,1,5,17.1072167682
"305",2,5,1,1,40.6518065351
"306",2,6,1,1,40.5345979974
"307",2,7,1,1,40.2220681387
"308",2,8,1,1,40.4273845547
"309",2,9,1,1,40.5292814509
"310",2,10,1,1,40.1895320302
"311",2,1,2,8,21.4643678536
"312",2,2,2,7,16.0272456367
"313",2,3,2,6,26.6646666994
"314",2,4,2,5,9.7401992665
"315",2,5,2,4,4.47839815
"316",2,6,2,3,32.5041335893
"317",2,7,2,1,43.9531171724
"318",2,8,2,1,43.3373211409
"319",2,9,2,1,43.7696872216
"320",2,10,2,1,43.659251466
"321",2,1,3,5,35.9666618466
"322",2,2,3,3,14.6433912666
"323",2,3,3,8,9.1452144128
"324",2,4,3,5,36.1253212981
"325",2,5,3,5,36.3364295046
"326",2,6,3,5,35.5700477523
"327",2,7,3,5,35.9945343967
"328",2,8,3,5,36.2622934838
"329",2,9,3,5,35.9991783054
"330",2,10,3,5,35.6224631351
"331",2,1,4,6,25.1911023819
"332",2,2,4,8,42.2224905227
"333",2,3,4,8,42.7507720001
"334",2,4,4,8,42.4373240422
"335",2,5,4,8,42.3628993064
"336",2,6,4,8,41.961156169
"337",2,7,4,8,42.2149810261
"338",2,8,4,8,42.2110825351
"339",2,9,4,8,42.0784003991
"340",2,10,4,8,42.9176261412
"341",2,1,5,6,23.054974985
"342",2,2,5,1,33.3879554262
"343",2,3,5,3,38.4397874712
"344",2,4,5,4,17.2043307331
"345",2,5,5,2,6.8885201655
"346",2,6,5,3,38.4334377936
"347",2,7,5,3,38.1921954754
"348",2,8,5,3,38.6613218702
"349",2,9,5,3,38.8880880584
"350",2,10,5,3,38.8604682708
"351",2,1,6,8,7.413282022
"352",2,2,6,5,18.2601831063
"353",2,3,6,2,13.5612731991
"354",2,4,6,4,40.8798739249
"355",2,5,6,4,41.1571527904
"356",2,6,6,4,41.0632065528
"357",2,7,6,4,40.6060933567
"358",2,8,6,4,41.2642687233
"359",2,9,6,4,40.686714877
"360",2,10,6,4,40.6079149769
"361",2,1,7,2,13.307611497
"362",2,2,7,6,23.0537697216
"363",2,3,7,7,43.1069304196
"364",2,4,7,7,43.4573105721
"365",2,5,7,7,43.4398906821
"366",2,6,7,7,43.578643906
"367",2,7,7,7,42.8099562202
"368",2,8,7,7,42.9551861952
"369",2,9,7,7,43.204819909
"370",2,10,7,7,43.3078321937
"371",2,1,8,8,17.0435057251
"372",2,2,8,1,12.5824724397
"373",2,3,8,3,37.3604159665
"374",2,4,8,3,37.8806645641
"375",2,5,8,3,37.8556993047
"376",2,6,8,3,37.7233388008
"377",2,7,8,3,37.0120498156
"378",2,8,8,3,37.8839488435
"379",2,9,8,3,37.9550400031
"380",2,10,8,3,37.4982336151
"381",2,1,9,6,14.3735627589
"382",2,2,9,7,23.3600113254
"383",2,3,9,8,42.5473893096
"384",2,4,9,8,42.2789200045
"385",2,5,9,8,41.8982316038
"386",2,6,9,8,41.8675750565
"387",2,7,9,8,41.5967771318
"388",2,8,9,8,41.5178528305
"389",2,9,9,8,41.7819466095
"390",2,10,9,8,42.1154120538
"391",2,1,10,2,27.4302154723
"392",2,2,10,7,22.4823910885
"393",2,3,10,6,13.5986489504
"394",2,4,10,4,18.2267251081
"395",2,5,10,5,35.9577031774
"396",2,6,10,5,35.4665526553
"397",2,7,10,5,35.3489957221
"398",2,8,10,5,35.2088509983
"399",2,9,10,5,35.9785176638
"400",2,10,10,5,36.0428835727
"401",2,1,11,8,44.6991156811
"402",2,2,11,8,44.6846150253
"403",2,3,11,8,45.2336182838
"404",2,4,11,8,44.0990646938
"405",2,5,11,8,44.9257171724
"406",2,6,11,8,45.3827058072
"407",2,7,11,8,44.8314360402
"408",2,8,11,8,44.0325930113
"409",2,9,11,8,44.4768985942
"410",2,10,11,8,44.41258813
"411",2,1,12,6,24.4931759013
"412",2,2,12,7,35.3039850691
"413",2,3,12,7,35.1200205317
"414",2,4,12,7,35.1630351125
"415",2,5,12,7,35.5386652729
"416",2,6,12,7,35.5828573026
"417",2,7,12,7,35.3697270239
"418",2,8,12,7,36.0527388429
"419",2,9,12,7,35.5713447469
"420",2,10,12,7,35.6259766494
"421",2,1,13,2,24.689926732
"422",2,2,13,3,2.2875203449
"423",2,3,13,4,35.7796003636
"424",2,4,13,4,35.7818527199
"425",2,5,13,4,35.215643359
"426",2,6,13,4,35.401464268
"427",2,7,13,4,35.5552059007
"428",2,8,13,4,35.7926506721
"429",2,9,13,4,35.5675865963
"430",2,10,13,4,35.9619700969
"431",2,1,14,8,11.394480638
"432",2,2,14,6,42.8658305305
"433",2,3,14,6,43.1870913975
"434",2,4,14,6,42.9595038851
"435",2,5,14,6,43.585059427
"436",2,6,14,6,42.5294557746
"437",2,7,14,6,43.4211864262
"438",2,8,14,6,43.6794998736
"439",2,9,14,6,43.0569418914
"440",2,10,14,6,43.6013865828
"441",2,1,15,8,8.4521437025
"442",2,2,15,2,12.7710943507
"443",2,3,15,4,36.3364397167
"444",2,4,15,4,36.2846059039
"445",2,5,15,4,36.5294559686
"446",2,6,15,4,36.1061730015
"447",2,7,15,4,36.5174321739
"448",2,8,15,4,36.1649718555
"449",2,9,15,4,36.6938500764
"450",2,10,15,4,36.0212937127
"451",2,1,16,8,43.0544699662
"452",2,2,16,8,42.79943215
"453",2,3,16,8,43.0182142223
"454",2,4,16,8,43.0680998083
"455",2,5,16,8,43.5273183082
"456",2,6,16,8,43.5538347574
"457",2,7,16,8,42.7857439003
"458",2,8,16,8,42.7163549976
"459",2,9,16,8,43.0394566333
"460",2,10,16,8,43.4595238515
"461",2,1,17,6,19.8080661532
"462",2,2,17,4,13.7369225743
"463",2,3,17,8,46.97685381
"464",2,4,17,8,46.7872373919
"465",2,5,17,8,47.0294096292
"466",2,6,17,8,47.3067967157
"467",2,7,17,8,47.0928939802
"468",2,8,17,8,47.5409516716
"469",2,9,17,8,46.5864915191
"470",2,10,17,8,47.2960845434
"471",2,1,18,8,38.5318187201
"472",2,2,18,8,38.7231125896
"473",2,3,18,8,38.0936990309
"474",2,4,18,8,38.8279159265
"475",2,5,18,8,38.6637998604
"476",2,6,18,8,38.6024822243
"477",2,7,18,8,38.3017079184
"478",2,8,18,8,38.4223520232
"479",2,9,18,8,38.4323274988
"480",2,10,18,8,38.4952151235
"481",2,1,19,8,42.0508111303
"482",2,2,19,8,43.4894804142
"483",2,3,19,8,42.959816131
"484",2,4,19,8,42.3949283342
"485",2,5,19,8,43.5846760713
"486",2,6,19,8,43.0648684547
"487",2,7,19,8,43.0226575337
"488",2,8,19,8,42.7930340926
"489",2,9,19,8,42.6845904685
"490",2,10,19,8,43.1199203485
"491",2,1,20,8,3.0734250014
"492",2,2,20,5,27.8179750113
"493",2,3,20,2,21.791566616
"494",2,4,20,3,8.5246385023
"495",2,5,20,4,15.5516490354
"496",2,6,20,1,47.2779913154
"497",2,7,20,1,46.8739290518
"498",2,8,20,1,47.2075749466
"499",2,9,20,1,47.3240308615
"500",2,10,20,1,47.1934359255
"501",2,1,21,8,47.8039478819
"502",2,2,21,8,47.696785847
"503",2,3,21,8,48.0754488031
"504",2,4,21,8,47.418746401
"505",2,5,21,8,47.4050583315
"506",2,6,21,8,47.9772563784
"507",2,7,21,8,47.8513635851
"508",2,8,21,8,47.581648806
"509",2,9,21,8,48.174507736
"510",2,10,21,8,48.0734112706
"511",2,1,22,8,9.8344879035
"512",2,2,22,1,44.1104064954
"513",2,3,22,1,44.6368498218
"514",2,4,22,1,43.9207740575
"515",2,5,22,1,44.1933291705
"516",2,6,22,1,44.0466568939
"517",2,7,22,1,44.0807336198
"518",2,8,22,1,44.0538343386
"519",2,9,22,1,43.7735779408
"520",2,10,22,1,43.9269739504
"521",2,1,23,8,30.9197702323
"522",2,2,23,1,25.8342605464
"523",2,3,23,4,10.4899262111
"524",2,4,23,6,40.8561217507
"525",2,5,23,6,40.9163811344
"526",2,6,23,6,40.8652360971
"527",2,7,23,6,41.09679578
"528",2,8,23,6,40.9551649362
"529",2,9,23,6,40.2788980385
"530",2,10,23,6,40.9383267615
"531",2,1,24,8,47.7967050999
"532",2,2,24,8,47.4336591346
"533",2,3,24,8,47.8112882339
"534",2,4,24,8,48.6272603099
"535",2,5,24,8,47.8500819168
"536",2,6,24,8,47.7384385293
"537",2,7,24,8,47.9935573415
"538",2,8,24,8,47.5087072277
"539",2,9,24,8,47.8994637998
"540",2,10,24,8,47.660771134
"541",2,1,25,8,9.8936978223
"542",2,2,25,1,45.7386778673
"543",2,3,25,1,45.284476662
"544",2,4,25,1,45.974020954
"545",2,5,25,1,45.9540355948
"546",2,6,25,1,45.6036060711
"547",2,7,25,1,45.6868443946
"548",2,8,25,1,45.369193545
"549",2,9,25,1,45.8530962888
"550",2,10,25,1,45.8030823016
"551",2,1,26,8,42.9165690765
"552",2,2,26,8,42.848868242
"553",2,3,26,8,42.5411855069
"554",2,4,26,8,42.2983883709
"555",2,5,26,8,42.5081188227
"556",2,6,26,8,43.5679911192
"557",2,7,26,8,42.4199362282
"558",2,8,26,8,42.8254946299
"559",2,9,26,8,42.6172987733
"560",2,10,26,8,42.7064535648
"561",2,1,27,8,6.7219610823
"562",2,2,27,1,48.2021546923
"563",2,3,27,1,48.130637637
"564",2,4,27,1,47.837493408
"565",2,5,27,1,47.4863081017
"566",2,6,27,1,47.9708414008
"567",2,7,27,1,48.163705525
"568",2,8,27,1,48.1303442991
"569",2,9,27,1,47.8662142573
"570",2,10,27,1,47.8779329723
"571",2,1,28,8,43.2700987075
"572",2,2,28,8,42.5698355227
"573",2,3,28,8,42.6825571916
"574",2,4,28,8,43.0790708894
"575",2,5,28,8,42.7015966975
"576",2,6,28,8,42.717917653
"577",2,7,28,8,42.7983629872
"578",2,8,28,8,42.6753819192
"579",2,9,28,8,41.9119177157
"580",2,10,28,8,42.343131756
"581",2,1,29,8,18.7249313381
"582",2,2,29,1,30.1337492999
"583",2,3,29,2,13.3229552382
"584",2,4,29,7,24.8546132804
"585",2,5,29,3,1.9242497013
"586",2,6,29,6,7.9654937431
"587",2,7,29,4,40.8950760967
"588",2,8,29,4,40.8654292499
"589",2,9,29,4,40.4445996406
"590",2,10,29,4,41.2786323149
"591",2,1,30,8,42.0015071037
"592",2,2,30,8,41.4746569648
"593",2,3,30,8,41.6767029156
"594",2,4,30,8,42.0124582771
"595",2,5,30,8,41.4195489837
"596",2,6,30,8,41.6341782989
"597",2,7,30,8,41.6963438426
"598",2,8,30,8,41.769975807
"599",2,9,30,8,41.7148695108
"600",2,10,30,8,41.8697539861
"601",3,1,1,4,40.4521582325
"602",3,2,1,6,5.7117807178
"603",3,3,1,4,40.7310941705
"604",3,4,1,3,31.2542292526
"605",3,5,1,4,41.2808082999
"606",3,6,1,8,26.4916566802
"607",3,7,1,4,41.2099452123
"608",3,8,1,7,36.0655793204
"609",3,9,1,4,40.7189163351
"610",3,10,1,2,16.0841728679
"611",3,1,2,2,9.1843875964
"612",3,2,2,3,19.7364546062
"613",3,3,2,5,40.9826948929
"614",3,4,2,5,41.2638895325
"615",3,5,2,5,40.9815145846
"616",3,6,2,5,40.6151868099
"617",3,7,2,5,41.3995456788
"618",3,8,2,5,40.7780017238
"619",3,9,2,5,41.2861973204
"620",3,10,2,6,30.3609906409
"621",3,1,3,6,13.8137659371
"622",3,2,3,7,29.6334442835
"623",3,3,3,8,44.6071211342
"624",3,4,3,8,44.6206509627
"625",3,5,3,8,44.4481841278
"626",3,6,3,8,44.382169617
"627",3,7,3,8,44.8843808787
"628",3,8,3,8,44.5654498869
"629",3,9,3,8,44.6791170877
"630",3,10,3,8,44.4745532166
"631",3,1,4,2,26.202339498
"632",3,2,4,3,37.9426229594
"633",3,3,4,4,20.1571948785
"634",3,4,4,6,13.9866238093
"635",3,5,4,7,31.6072920154
"636",3,6,4,8,44.0788399132
"637",3,7,4,8,43.7423389837
"638",3,8,4,8,42.989501052
"639",3,9,4,8,44.0214405244
"640",3,10,4,8,43.8468602036
"641",3,1,5,8,23.6132783427
"642",3,2,5,1,40.8705278353
"643",3,3,5,1,40.8196655596
"644",3,4,5,1,40.7564854978
"645",3,5,5,1,40.4492201749
"646",3,6,5,1,40.5964751436
"647",3,7,5,1,40.4418048121
"648",3,8,5,1,40.6736111234
"649",3,9,5,1,40.5387134638
"650",3,10,5,1,40.3350758298
"651",3,1,6,2,38.0603235674
"652",3,2,6,8,2.4532547732
"653",3,3,6,3,19.9112493693
"654",3,4,6,6,8.3930998069
"655",3,5,6,5,26.1827161434
"656",3,6,6,7,31.5669404548
"657",3,7,6,2,37.8623372516
"658",3,8,6,2,37.8809976278
"659",3,9,6,2,38.0161554801
"660",3,10,6,2,37.7308579637
"661",3,1,7,8,9.6219809624
"662",3,2,7,7,29.9947463646
"663",3,3,7,6,40.2455957294
"664",3,4,7,6,40.6991282292
"665",3,5,7,5,15.1271297248
"666",3,6,7,6,40.568940641
"667",3,7,7,6,40.2176042042
"668",3,8,7,6,40.5593727824
"669",3,9,7,6,40.5713671183
"670",3,10,7,6,40.464477311
"671",3,1,8,2,13.8630830494
"672",3,2,8,3,38.8130375682
"673",3,3,8,4,28.25314302
"674",3,4,8,6,23.3071917887
"675",3,5,8,5,33.4124756516
"676",3,6,8,7,18.4163732411
"677",3,7,8,8,43.5958950557
"678",3,8,8,8,43.5428439879
"679",3,9,8,8,43.4583175499
"680",3,10,8,8,43.3608895176
"681",3,1,9,8,43.6174659612
"682",3,2,9,8,43.3630357421
"683",3,3,9,8,43.8090657386
"684",3,4,9,8,43.9212947791
"685",3,5,9,8,43.8770504428
"686",3,6,9,8,43.8033086635
"687",3,7,9,8,43.7859104298
"688",3,8,9,8,42.9748361974
"689",3,9,9,8,43.710243866
"690",3,10,9,8,43.572309862
"691",3,1,10,8,9.1799780487
"692",3,2,10,1,45.1580384912
"693",3,3,10,1,45.3696070248
"694",3,4,10,1,45.3800378308
"695",3,5,10,1,45.6420655789
"696",3,6,10,1,45.4875535076
"697",3,7,10,1,45.6466648003
"698",3,8,10,1,44.7273380337
"699",3,9,10,1,45.5044911641
"700",3,10,10,1,45.6909909861
"701",3,1,11,8,5.3122171048
"702",3,2,11,1,40.1960827916
"703",3,3,11,1,40.5990345714
"704",3,4,11,1,40.9011307327
"705",3,5,11,1,40.676960375
"706",3,6,11,1,40.9977666875
"707",3,7,11,1,41.4490582878
"708",3,8,11,1,40.1563440109
"709",3,9,11,1,40.5042913696
"710",3,10,11,1,40.3453393329
"711",3,1,12,8,9.3717108909
"712",3,2,12,1,47.0164659311
"713",3,3,12,1,46.4009413485
"714",3,4,12,1,46.5070121903
"715",3,5,12,1,46.4469688158
"716",3,6,12,1,47.0064082522
"717",3,7,12,1,46.3423212181
"718",3,8,12,1,47.0741046863
"719",3,9,12,1,47.1158620064
"720",3,10,12,1,46.5704772507
"721",3,1,13,8,7.0823774344
"722",3,2,13,1,47.3570033536
"723",3,3,13,1,47.371842791
"724",3,4,13,1,47.9371727515
"725",3,5,13,1,47.672975547
"726",3,6,13,1,48.2908020187
"727",3,7,13,1,47.5515650607
"728",3,8,13,1,46.9184354679
"729",3,9,13,1,47.1184313918
"730",3,10,13,1,47.8627312959
"731",3,1,14,1,2.384650005
"732",3,2,14,8,44.8128975068
"733",3,3,14,8,44.8954492232
"734",3,4,14,8,44.3153437096
"735",3,5,14,8,45.1183777114
"736",3,6,14,8,45.0908739707
"737",3,7,14,8,45.1278490399
"738",3,8,14,8,44.8571156845
"739",3,9,14,8,45.3106913899
"740",3,10,14,8,44.4712957027
"741",3,1,15,8,7.1637109727
"742",3,2,15,1,42.9142262986
"743",3,3,15,1,42.7308192246
"744",3,4,15,1,42.8319437916
"745",3,5,15,1,42.9146284253
"746",3,6,15,1,42.7262936706
"747",3,7,15,1,42.9743213767
"748",3,8,15,1,42.4788053707
"749",3,9,15,1,43.0264487912
"750",3,10,15,1,43.4616496446
"751",3,1,16,8,41.2144658643
"752",3,2,16,8,41.120680878
"753",3,3,16,8,41.2008123563
"754",3,4,16,8,41.2901105149
"755",3,5,16,8,40.3815606731
"756",3,6,16,8,40.7913226552
"757",3,7,16,8,40.4951265451
"758",3,8,16,8,41.1265966946
"759",3,9,16,8,41.2757461158
"760",3,10,16,8,41.1655464711
"761",3,1,17,1,2.4566000916
"762",3,2,17,8,42.2406671766
"763",3,3,17,8,41.7120424449
"764",3,4,17,8,41.9480272995
"765",3,5,17,8,41.6766420204
"766",3,6,17,8,41.7928370014
"767",3,7,17,8,41.8028889368
"768",3,8,17,8,42.350284774
"769",3,9,17,8,41.5985902614
"770",3,10,17,8,41.8289347364
"771",3,1,18,8,2.170171024
"772",3,2,18,1,44.5613716897
"773",3,3,18,1,44.3235455892
"774",3,4,18,1,44.4922712575
"775",3,5,18,1,44.0979508997
"776",3,6,18,1,44.2917576532
"777",3,7,18,1,44.8588737282
"778",3,8,18,1,44.793985093
"779",3,9,18,1,44.8514110368
"780",3,10,18,1,44.1035696195
"781",3,1,19,1,9.9770548087
